id,text,term,label
1081,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral
1081,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,negative
1082,"So, the menu is written in chalk above your head and it all sounds delicious.",menu,neutral
1086,You can even get packages of the chutneys to stock your fridge!,chutneys,positive
1088,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative
1088,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,neutral
1089,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,negative
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive
1094,The food is amazing!!!!,food,positive
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food,positive
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,positive
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,positive
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night scene,positive
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,positive
1097,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,cuisine,positive
1097,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,positive
1099,Once for dinner and once for brunch.,dinner,neutral
1099,Once for dinner and once for brunch.,brunch,neutral
110,"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral
110,"If anyones has doubt of not knowing enough about wines,please check their wine list.",wine list,positive
1100,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative
1101,They wouldnt even let me finish my glass of wine before offering another.,glass of wine,neutral
1103,"The dinner was ok, nothing I would have again.",dinner,negative
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,negative
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,neutral
1109,The garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive
1111,"His drinks are very inventive, delicious and classy.",drinks,positive
1114,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,positive
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,mashed potatoes,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,garlic,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,positive
1117,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,positive
1117,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,positive
1117,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,positive
1118,"If you go to Roth's try to be served by Mike, he is GREAT!!",served,positive
1119,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral
1119,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",pad thai,neutral
1119,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,neutral
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",tamarind duck,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",noodles with ground beef,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",dishes,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",Thai flavors,positive
1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,negative
1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,positive
1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,positive
1124,"Our waitress was sweet and accomodating, not overbearing.",waitress,positive
1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,neutral
1127,I liked the food at this quasi-thai restaurant.,food,positive
1127,I liked the food at this quasi-thai restaurant.,quasi-thai,positive
1128,"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,negative
1130,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",meal,positive
1133,yourself a favor and have dinner here and see if you dont agree with me.,dinner,neutral
1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral
1139,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,Edamame pureed,positive
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive
1151,"Well, this place is so Ghetto its not even funny.",place,negative
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,negative
1156,Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive
1157,Right off the major deegan you get ladies from all over the city.,ladies,positive
1158,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dance floor,positive
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral
116,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive
116,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,positive
116,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,positive
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,positive
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,positive
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",music,positive
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",dress cod,negative
1163,The service is fantastic.,service,positive
1164,The food there is so good that even to order out the wait is incredible.,food,positive
1164,The food there is so good that even to order out the wait is incredible.,wait,negative
1167,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,fried dumpling,positive
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,neutral
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral
1170,I go back in line like three times on average until I can't walk anymore.,line,negative
1171,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,positive
1171,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,positive
1173,"At 5 dumplings for $1, you just cannot go wrong.",dumplings,positive
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive
1176,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",dumplings,positive
1181,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",food,neutral
1182,"The food is very good for it's price, better than most fried dumplings I've had.",food,positive
1182,"The food is very good for it's price, better than most fried dumplings I've had.",price,positive
1182,"The food is very good for it's price, better than most fried dumplings I've had.",fried dumplings,negative
1183,The soup is pretty good too.,soup,positive
1185,It's a great place to pick up a cheap lunch or dinner.,lunch,positive
1185,It's a great place to pick up a cheap lunch or dinner.,dinner,positive
1186,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive
1188,"The food is great, service is ok.",food,positive
1188,"The food is great, service is ok.",service,neutral
119,Check out the secret back room.,secret back room,positive
1190,You have to increase the service a lot.,service,negative
1191,Knowledge of the chef and the waitress are below average.,chef,negative
1191,Knowledge of the chef and the waitress are below average.,waitress,negative
1192,"They sell special sushi, everything have a topping, sauce and etc.",sushi,positive
1192,"They sell special sushi, everything have a topping, sauce and etc.",sauce,positive
1192,"They sell special sushi, everything have a topping, sauce and etc.",topping,positive
1195,The sushi is average and the prices are anything but.,sushi,neutral
1195,The sushi is average and the prices are anything but.,prices,neutral
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,negative
1197,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,negative
1198,The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive
1198,The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,negative
1199,The sauces used are also not that exciting.,sauces,negative
1200,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,negative
1200,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,neutral
1200,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,negative
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative
1205,This is the best sushi in new york city - hands down.,sushi,positive
1206,The place is small and cramped but the food is fantastic.,place,negative
1206,The place is small and cramped but the food is fantastic.,food,positive
1207,Get the tuna of gari.,tuna,positive
1209,"Outstanding Bagels, but you get what you pay for.",Bagels,positive
1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,positive
1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral
1213,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative
1213,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative
1215,"Great bagels, spreads and a good place to hang out in.",bagels,positive
1215,"Great bagels, spreads and a good place to hang out in.",spreads,positive
1216,Great place to grab a hot bagel on the way to work.,hot bagel,positive
1217,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,positive
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",atmosphere,negative
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",bagel,neutral
1226,you can actually get 2 salads worth if u take it home and add it to some lettuce!,salads,negative
1226,you can actually get 2 salads worth if u take it home and add it to some lettuce!,lettuce,neutral
1227,"Bagels are ok, but be sure not to make any special requests!",Bagels,neutral
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral
1231,Pick a bagel has the best bagels in the city.,bagels,positive
1232,big and soft as well as good lunch food.,lunch food,positive
124,The food there are sastifying.,food,positive
1240,"Apparently, the good cook works then.",cook,positive
1242,But the coconut rice was good.,coconut rice,positive
1244,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral
1254,The Thai ice tea was amazingly smooth and yummy!,Thai ice tea,positive
126,Seating is ok even though sometimes there's alot of people.,Seating,neutral
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,negative
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,negative
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,negative
1269,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,FOOD,neutral
127,The noodle and rices dishes taste great.,noodle and rices dishes,positive
1270,Plain and simple it's bad thai food.,thai food,negative
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,negative
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",pad thai,negative
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",rice,negative
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,negative
1272,Don't eat here unless you're starving for thai food and you work next door.,thai food,negative
1273,I love the fact that the pizza tastes so good and is so cheap.,pizza,positive
1275,Nothing better than buying a snapple for $3.25 too.,snapple,positive
1276,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,neutral
1278,The pizza is good though.,pizza,positive
1279,Awsome Pizza especially the Margheritta slice.,Pizza,positive
1279,Awsome Pizza especially the Margheritta slice.,Margheritta,positive
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",roast duck,positive
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",pork,positive
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",chicken on rice with ginger,positive
1281,Great atmoshere and worth every bit.,atmoshere,positive
1287,I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,bar scene,positive
1288,The owners and employees are friendly and their pizza is fantastic.,owners,positive
1288,The owners and employees are friendly and their pizza is fantastic.,employees,positive
1288,The owners and employees are friendly and their pizza is fantastic.,pizza,positive
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative
1294,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,negative
1294,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,negative
1295,The counter service is bad.,counter service,negative
1296,They charge different prices all the time.,prices,negative
130,The service is ok but could be better.,service,negative
1301,The food was absolutely horrible!,food,negative
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative
1303,There are much better places in NY with better prices.,prices,negative
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative
1305,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,negative
1305,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",menu,neutral
131,Big Wong gets big Ups for a fine establishment.,establishment,positive
1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral
1313,I ate here a week ago and found most dishes average at best and too expensive.,dishes,negative
1316,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral
1317,"But for whatever reason, prices are about twice as high.",prices,negative
1318,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,negative
1318,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,negative
1318,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",aisle,negative
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative
132,"They have it all -- great price, food, and service.",price,positive
132,"They have it all -- great price, food, and service.",food,positive
132,"They have it all -- great price, food, and service.",service,positive
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive
1322,one of the best Chicken Tikka Masala.,Chicken Tikka Masala,positive
1323,The music is the best among all the Indian restaurants I have visited.,music,positive
1324,A must for all the Dosa lovers.,Dosa,positive
1325,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive
1326,They treated us well and the food was extremely fresh and well-prepared.,food,positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive
1328,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,positive
1329,"We had reservations at 9pm, but was not seated until 10:15pm.",reservations,negative
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,negative
1331,Why make a reservation if you aren't going to keep it?,reservation,negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative
1338,"Bottom line: B+ for the food, F for the service.",food,positive
1338,"Bottom line: B+ for the food, F for the service.",service,negative
1339,Went for a late weekday lunch.,lunch,neutral
134,The food is prepared quickly and efficiently.,food,positive
1340,Decor is minimalist and clean - nothing to distract or commend.,Decor,neutral
1341,Service was very friendly.,Service,positive
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,positive
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,positive
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,positive
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Barbecued codfish,positive
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",seasoning,negative
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",spice rub,negative
