id,text,term,label_id,label,tvt,pred_0,pred_1,pred_2
2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,0,negative,train,0.9943861961364746,0.005060107447206974,0.0005537291872315109
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,0,negative,train,0.9976142644882202,0.001706026727333665,0.000679780263453722
918, THE MOTHERBOARD IS DEAD !,MOTHERBOARD,0,negative,train,0.9978043437004089,0.0012915938859805465,0.0009040552540682256
1770,"It has far exceeded my expectations for power, storage, and abilitiy.",storage,2,positive,train,0.00057750049745664,0.0003993105492554605,0.9990231990814209
3020,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,2,positive,train,0.0006178117473609746,0.0004441708151716739,0.9989380240440369
1436,"I have Vista, so I am unable to install and uninstall  some programs.",install,0,negative,train,0.9963878393173218,0.00308730686083436,0.0005249304813332856
745,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",booting,0,negative,train,0.9867379069328308,0.012577272020280361,0.0006848439224995673
2973,"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,2,positive,train,0.00044077992788515985,0.0007428234093822539,0.9988163709640503
73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,0,negative,train,0.9947793483734131,0.001382240792736411,0.003838364267721772
1983,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,2,positive,train,0.0005474273348227143,0.0004231955681461841,0.9990293979644775
260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,0,negative,train,0.9957355260848999,0.0006206922698765993,0.0036437739618122578
2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,1,neutral,train,0.0007830516551621258,0.996589183807373,0.002627795794978738
2083,It's priced very reasonable and works very well right out of the box.,priced,2,positive,train,0.000559977488592267,0.0004267749609425664,0.9990131855010986
2706,Features like the font are very block-like and old school.,Features,0,negative,train,0.9933571219444275,0.006065903231501579,0.0005769582930952311
1041,Loaded with bloatware.,bloatware,1,neutral,train,0.0007571103051304817,0.9966830611228943,0.0025597778148949146
2430,Had some trouble finding a case that it would fit in.,case,0,negative,train,0.9971049427986145,0.002238040091469884,0.0006570213008671999
1043,Support has been lackluster and now I just want a refund.,Support,0,negative,train,0.9968288540840149,0.001984521746635437,0.001186683657579124
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,0,negative,train,0.2965517044067383,0.008528509177267551,0.6949198246002197
1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,0,negative,train,0.9929831027984619,0.0065268175676465034,0.0004900356288999319
2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,0,negative,train,0.9788606762886047,0.016145365312695503,0.004993957933038473
2509,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,2,positive,train,0.0005630161031149328,0.0017958302050828934,0.9976412057876587
2021,This wiped out several programs that were installed on the computer when it was bought.,programs,0,negative,train,0.9973115921020508,0.0006054503028281033,0.002082953928038478
1420, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,0,negative,train,0.9962610602378845,0.003249360481277108,0.0004894928424619138
1488,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,2,positive,train,0.0011424781987443566,0.025010565295815468,0.973846971988678
338,"My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).",battery life,2,positive,train,0.004459621850401163,0.000847966643050313,0.9946923851966858
2413,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,2,positive,train,0.000484911521198228,0.0004611184122040868,0.9990538954734802
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,2,positive,train,0.006662376690655947,0.13726305961608887,0.8560745716094971
828,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,1,neutral,train,0.0012726885033771396,0.9972442388534546,0.00148306367918849
1657,Theres a built in camera with special effects- for video and photography.,built in camera,2,positive,train,0.0005209961673244834,0.00036095367977395654,0.9991180300712585
1984,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,2,positive,train,0.0014919276582077146,0.0009709435398690403,0.9975371360778809
927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,0,negative,train,0.9938932657241821,0.004333242308348417,0.0017735211877152324
1969,I also like the acer arcade but these were reallythe only two things I liked about this laptop.,acer arcade,2,positive,train,0.0006501514581032097,0.0004008004325442016,0.9989489912986755
1968,Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,2,positive,train,0.000444912031525746,0.0006167708779685199,0.9989383816719055
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,0,negative,train,0.9978712797164917,0.0013888604007661343,0.000739865587092936
400,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,2,positive,train,0.000542961701285094,0.0004426570376381278,0.9990143775939941
120,"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",DVD drive,0,negative,train,0.9962083101272583,0.003361837472766638,0.0004299133433960378
2895,It's super fast and a great value for the price!,price,2,positive,train,0.00041925261029973626,0.00043036218266934156,0.9991503953933716
2510,"Waiting for the i7 was well worth it, great value for the price.",price,2,positive,train,0.0004465751408133656,0.00044564108247868717,0.9991077780723572
1531,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,2,positive,train,0.000488500518258661,0.0004452542052604258,0.999066174030304
1757,"Great Laptop for the price, works well with action pack games.",action pack games,1,neutral,train,0.0026634621899574995,0.9878820180892944,0.009454485028982162
1095,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",1,neutral,train,0.0012409078190103173,0.9963204860687256,0.002438570139929652
3082,This is not a serious gaming laptop or a serious media machine;,gaming,0,negative,train,0.9969246983528137,0.0025015221908688545,0.0005737835308536887
440,"I love its solid build, light wt and excellent battery life (for now).",build,2,positive,train,0.0004959229263477027,0.0004145253624301404,0.9990895986557007
267,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,1,neutral,train,0.0009133493294939399,0.9921990036964417,0.006887681782245636
3060,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,1,neutral,train,0.0011887656291946769,0.9973552227020264,0.001456075464375317
1484,"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,2,positive,train,0.0014544710284098983,0.002459839917719364,0.9960856437683105
2980,I can barely use any usb devices because they will not stay connected properly.,usb devices,0,negative,train,0.9956902861595154,0.003767926013097167,0.0005418651271611452
541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,2,positive,train,0.010206280276179314,0.006847531069070101,0.9829461574554443
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,0,negative,train,0.994107723236084,0.0054937261156737804,0.00039854852366261184
621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,0,negative,train,0.9961498975753784,0.003434131620451808,0.00041593689820729196
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,1,neutral,train,0.0006243173265829682,0.9955896139144897,0.003786105662584305
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,0,negative,train,0.996189296245575,0.002131043467670679,0.0016796767013147473
115,"The battery life, before the battery completely died of course, left much to be desired.",battery life,0,negative,train,0.9963764548301697,0.0005909116589464247,0.00303256930783391
2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,1,neutral,train,0.013790706172585487,0.9787598252296448,0.007449442055076361
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,1,neutral,train,0.0018542975885793567,0.9966111779212952,0.0015345356659963727
697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,2,positive,train,0.00047906587133184075,0.0003936316352337599,0.9991273283958435
1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,0,negative,train,0.9979478716850281,0.0008068162715062499,0.0012453374220058322
1812,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,1,neutral,train,0.0008148060296662152,0.996855616569519,0.002329547656700015
2864,I love WIndows 7 which is a vast improvment over Vista.,Vista,0,negative,train,0.8432033061981201,0.0028374630492180586,0.15395928919315338
1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,0,negative,train,0.9918681979179382,0.007698725908994675,0.00043305876897647977
2666,The only problem is a lack of screen resolutions!,screen resolutions,0,negative,train,0.9974476099014282,0.0018566043581813574,0.0006958721787668765
161,"For the same price, you get a lot more in the Asus....1920x1080 res.",price,0,negative,train,0.9976330995559692,0.0017635595286265016,0.000603322871029377
2271,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,2,positive,train,0.0003796744276769459,0.001662572962231934,0.9979578256607056
2553,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,antivirus software,0,negative,train,0.994657576084137,0.004888240713626146,0.00045417968067340553
2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,2,positive,train,0.00042176255374215543,0.0005424555856734514,0.9990358352661133
2864,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7,2,positive,train,0.0009904939215630293,0.00039467684109695256,0.9986149072647095
2969,The laptop was very easy to set up.,set up,2,positive,train,0.0003475042467471212,0.0013681927230209112,0.9982842803001404
455,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,2,positive,train,0.00042027406743727624,0.0005026336293667555,0.9990770816802979
1731,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,2,positive,train,0.0003550117544364184,0.0008709820685908198,0.998773992061615
2096,"The price premium is a little much, but when you start looking at the features it is worth the added cash.",features,2,positive,train,0.07068737596273422,0.09560080617666245,0.8337118625640869
2977,"Laptops are usually used on the go, so why not give you a better battery?",battery,0,negative,train,0.9972503781318665,0.0018626992823556066,0.0008867989527061582
1958,I especially like the keyboard which has chiclet type keys.,keys,2,positive,train,0.0005141887231729925,0.0003913703840225935,0.9990944862365723
1551,It is easy to use and lightweight.,use,2,positive,train,0.00045267175300978124,0.00045878480887040496,0.9990885257720947
116,"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,2,positive,train,0.0005346196121536195,0.0005114899249747396,0.9989539384841919
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,one-year warranty,1,neutral,train,0.0024315284099429846,0.9962450861930847,0.0013233714271336794
3031,I know what 7 hrs of battery looks like.,battery,2,positive,train,0.00045578472781926394,0.0005632002139464021,0.9989810585975647
2258,", Applications respond immediately (not like the tired MS applications).",MS applications,0,negative,train,0.9962277412414551,0.001340039074420929,0.0024321989621967077
2689,"I dislike the weight and size, cubersome.",size,0,negative,train,0.9971855282783508,0.0019951253198087215,0.0008192823734134436
2486,The real stand out on this computer is the feel of the keyboard and it's speed.,speed,2,positive,train,0.00042005753493867815,0.0004722529847640544,0.9991076588630676
2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",runs,2,positive,train,0.00048786858678795397,0.011266211979091167,0.9882459044456482
204,The screen resolution was exactly what I was looking for.,screen resolution,2,positive,train,0.0004939670325256884,0.0004953062161803246,0.9990106821060181
610,lots of extra space but the keyboard is ridiculously small.,space,2,positive,train,0.00045772676821798086,0.0005589188076555729,0.9989833235740662
3034,":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,0,negative,train,0.9881927371025085,0.008498208597302437,0.003309033578261733
968,  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty,1,neutral,train,0.001990769524127245,0.9962452054023743,0.0017640335718169808
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,2,positive,train,0.00044731030357070267,0.006895275320857763,0.9926573634147644
237,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",Itunes,2,positive,train,0.0004904622910544276,0.0003924676275346428,0.9991170763969421
1336,So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,look,2,positive,train,0.0006879270076751709,0.0010022404603660107,0.9983097314834595
2913,Screen size is perfect for portable use in any environment.,Screen size,2,positive,train,0.00035899694194085896,0.0008500699768774211,0.9987909197807312
2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,1,neutral,train,0.0007531342562288046,0.9954888224601746,0.0037580784410238266
331,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,1,neutral,train,0.002902952954173088,0.9923479557037354,0.0047491020523011684
2271,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,1,neutral,train,0.0008502460550516844,0.9878093004226685,0.011340485885739326
2077,The screen shows great colors.,colors,2,positive,train,0.0004819968598894775,0.0005177160492166877,0.9990003705024719
744,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen,0,negative,train,0.9962770342826843,0.0030741416849195957,0.0006488275830633938
2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,2,positive,train,0.0004121059027966112,0.0011571577051654458,0.9984307885169983
1129,"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,0,negative,train,0.9947697520256042,0.004780555609613657,0.0004496373876463622
878,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,0,negative,train,0.9688642621040344,0.030403373762965202,0.0007323494064621627
2235,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,2,positive,train,0.0005213458789512515,0.0004427946114446968,0.9990358352661133
1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,0,negative,train,0.9936435222625732,0.005719716660678387,0.0006367996102198958
150,It is very well built.,built,2,positive,train,0.00044812646228820086,0.0004358388250693679,0.9991161227226257
2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,2,positive,train,0.0004572893667500466,0.0007579983794130385,0.9987847208976746
2443,Boots up fast and runs great!,Boots up,2,positive,train,0.00045433081686496735,0.00042935460805892944,0.9991162419319153
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,2,positive,train,0.00043788040056824684,0.0009616153547540307,0.9986005425453186
337,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",external mouse,1,neutral,train,0.0008443305268883705,0.9820637702941895,0.017091915011405945
2755,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",extra features,2,positive,train,0.0007255238597281277,0.0004333555116318166,0.9988412261009216
834,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",appearance,2,positive,train,0.0003998504253104329,0.00045898198732174933,0.9991410970687866
940,"  I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,2,positive,train,0.0005539166158996522,0.0004557776264846325,0.9989903569221497
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,1,neutral,train,0.0008696652948856354,0.9971518516540527,0.001978395041078329
2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,1,neutral,train,0.0017011638265103102,0.9970786571502686,0.0012202041689306498
2886,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,2,positive,train,0.00042868382297456264,0.000425079750129953,0.9991462230682373
983,Disappointing for such a lovely screen and at a reasonable price,price,2,positive,train,0.0004480840580072254,0.0004712863883469254,0.9990806579589844
779,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,0,negative,train,0.9978614449501038,0.0012623132206499577,0.0008761968929320574
1191,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,2,positive,train,0.001317875343374908,0.0004858387110289186,0.9981963038444519
300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,1,neutral,train,0.0012750397436320782,0.9974271655082703,0.001297833165153861
2157,This computer is exceptionally thin for it's screen size and processing power.,processing power,2,positive,train,0.00045134947868064046,0.0005452726036310196,0.9990033507347107
1152,Then the hard drive failed;,hard drive,0,negative,train,0.9968473315238953,0.0026168085169047117,0.0005358001799322665
3017,"The improvements to the OS have been relatively gradual, but substantive.",O,2,positive,train,0.0009738637018017471,0.0026599501725286245,0.9963661432266235
2225,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,1,neutral,train,0.0011601661099120975,0.9760304689407349,0.022809337824583054
1722,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,2,positive,train,0.0004628975875675678,0.0004136108618695289,0.9991235136985779
2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,2,positive,train,0.0004908143309876323,0.000403138023102656,0.9991059899330139
1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,1,neutral,train,0.0015123917255550623,0.9967979788780212,0.0016896320739760995
334,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,performance,0,negative,train,0.9016339778900146,0.012212586589157581,0.08615342527627945
1154,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,1,neutral,train,0.0009745089919306338,0.9971532821655273,0.0018722255481407046
1959,"The feel of this is better than the Toshiba, too.",feel,2,positive,train,0.0005579374264925718,0.00035266447230242193,0.9990893602371216
2339,I charge it at night and skip taking the cord with me because of the good battery life.,battery life,2,positive,train,0.00044606090523302555,0.00507615739479661,0.9944777488708496
3081,Once I removed all the software the laptop loads in 15-20 seconds.,loads,1,neutral,train,0.0009034407557919621,0.9971223473548889,0.0019741703290492296
2870,For the price and what I get out of it has exceeded my expectations.,price,2,positive,train,0.0005151755176484585,0.0003988393291365355,0.9990859031677246
493,It weighed like seven pounds or something like that.,weighed,1,neutral,train,0.0014678086154162884,0.9931023120880127,0.005429905839264393
1039,Keyboard is plastic and spongey feeling.,Keyboard,0,negative,train,0.9955787062644958,0.0036912618670612574,0.000729992869310081
63,I've also had to have the keyboard replaced at my expense.,keyboard,0,negative,train,0.9888710379600525,0.01055589783936739,0.0005729838740080595
2755,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",windows 7 home premium,2,positive,train,0.0006256613996811211,0.00036170295788906515,0.9990125894546509
1928,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,0,negative,train,0.9584466814994812,0.04084942862391472,0.0007039224146865308
1079,Second HDD cover has walls inside that need to be broken if you what to install one.,HDD cover,1,neutral,train,0.0008307569660246372,0.9964279532432556,0.0027412823401391506
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,2,positive,train,0.00041659449925646186,0.00048095412785187364,0.9991024732589722
1030,Also kinda loud when the fan was running.,fan,0,negative,train,0.9935936331748962,0.005966848228126764,0.00043956557055935264
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,1,neutral,train,0.002860871609300375,0.995389461517334,0.0017496179789304733
337,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",tracking area,2,positive,train,0.0004459237970877439,0.0007501980871893466,0.9988038539886475
3072,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,Intel Core processors,1,neutral,train,0.001023803954012692,0.9967992305755615,0.002176924142986536
194,"4) Laptop still did not work, blue screen within a week...",work,0,negative,train,0.9966325163841248,0.0026583417784422636,0.0007091700681485236
2696,I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,0,negative,train,0.9576072692871094,0.04129232093691826,0.0011004162952303886
2705,Registration/1st use is easy.,use,2,positive,train,0.0006800369592383504,0.02349313534796238,0.9758267998695374
682,GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,2,positive,train,0.0004353110562078655,0.0004761627351399511,0.9990885257720947
2426,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,2,positive,train,0.0005266534863039851,0.0006389900227077305,0.9988344311714172
625,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,0,negative,train,0.9969666600227356,0.002594306832179427,0.00043896492570638657
273,"Even with virus protection, it always turned off when updates were needed and installed.",updates,0,negative,train,0.9978556036949158,0.0015124495839700103,0.0006319163367152214
572,10 hours of battery life is really something else....,battery life,2,positive,train,0.00043158174958080053,0.0005216136923991144,0.9990467429161072
